ensg	hgnc	chrom	obs_lof	exp_lof	prior_mean	post_mean	post_lower_95	post_upper_95
ENSG00000010310	HGNC:4271	chr19	38.0	28.086	0.00053593	0.00025242	1.105e-05	0.00093105
ENSG00000206073	HGNC:10570	chr18	21.0	14.912	0.00044648	0.00025272	6.05e-06	0.00104405
ENSG00000171234	HGNC:12554	chr4	20.0	20.202	0.00029296	0.00025299	6.05e-06	0.00105205
ENSG00000131373	HGNC:17856	chr3	22.0	31.195	0.00033989	0.00025333	1.105e-05	0.00095105
ENSG00000100867	HGNC:18349	chr14	10.0	11.394	0.00042975	0.00025354	5.05e-06	0.00106705
ENSG00000167700	HGNC:25157	chr8	15.0	11.508	0.00048597	0.00025374	6.05e-06	0.00104805
ENSG00000131183	HGNC:11019	chr5	34.0	24.176	0.00064502	0.00025428	1.205e-05	0.00092705
ENSG00000174015	HGNC:30720	chr13	9.0	14.372	0.00228016	0.00025439	8.05e-06	0.00083205
ENSG00000168404	HGNC:26617	chr16	23.0	26.301	0.00042134	0.00025451	7.05e-06	0.00101805
ENSG00000047936	HGNC:10261	chr6	113.0	118.35	0.00055652	0.00025474	1.705e-05	0.00085205
ENSG00000129988	HGNC:6517	chr20	23.0	24.494	0.00048524	0.00025539	1.205e-05	0.00094505
ENSG00000128284	HGNC:14868	chr22	5.0	5.1425	0.00085752	0.00025545	8.05e-06	0.00099505
ENSG00000148814	HGNC:29346	chr10	26.0	25.818	0.0005075	0.00025555	1.005e-05	0.00096605
ENSG00000142661	HGNC:26679	chr1	76.0	83.143	0.00039882	0.00025594	1.605e-05	0.00089405
ENSG00000095917	HGNC:14118	chr16	15.0	11.534	0.00059293	0.0002564	7.05e-06	0.00103305
ENSG00000102796	HGNC:25832	chr13	14.0	17.156	0.00031238	0.00025651	5.05e-06	0.00108005
ENSG00000139437	HGNC:28135	chr12	30.0	40.013	0.00039198	0.00025661	1.505e-05	0.00091705
ENSG00000255974	HGNC:2610	chr19	15.0	19.231	0.00038201	0.00025665	7.05e-06	0.00102805
ENSG00000148702	HGNC:4798	chr10	25.0	29.009	0.00040768	0.00025674	9.05e-06	0.00101105
ENSG00000203705	HGNC:27010	chr1	12.0	16.975	0.00036728	0.00025683	1.105e-05	0.00097705
ENSG00000196862	HGNC:32417	chr2	76.0	47.193	0.00101527	0.00025696	1.505e-05	0.00087005
ENSG00000241484	HGNC:677	chr22	36.0	26.909	0.00060535	0.00025761	8.05e-06	0.00100205
ENSG00000147614	HGNC:18266	chr8	17.0	18.149	0.00047809	0.00025813	8.05e-06	0.00102605
ENSG00000122497	HGNC:25232	chr1	44.0	26.792	0.00369002	0.00025823	8.05e-06	0.00095805
ENSG00000168065	HGNC:18120	chr11	14.0	21.406	0.00032807	0.00025828	6.05e-06	0.00110205
ENSG00000213918	HGNC:2956	chr16	25.0	15.174	0.00046782	0.00025842	8.05e-06	0.00102105
ENSG00000042445	HGNC:25991	chr2	24.0	30.451	0.00040765	0.0002587	1.205e-05	0.00096405
ENSG00000206384	HGNC:27023	chr3	78.0	92.935	0.0005197	0.0002587	2.205e-05	0.00082905
ENSG00000183323	HGNC:28924	chr5	18.0	25.997	0.00052316	0.00025887	1.305e-05	0.00094005
ENSG00000111325	HGNC:25823	chr12	16.0	13.259	0.00047662	0.00025909	8.05e-06	0.00102205
ENSG00000165810	HGNC:24176	chr5	21.0	22.417	0.00039857	0.00025938	9.05e-06	0.00101405
ENSG00000176571	HGNC:26663	chr8	24.0	19.617	0.00038884	0.00025964	7.05e-06	0.00105705
ENSG00000155749	HGNC:14439	chr2	32.0	29.397	0.00048176	0.00026025	1.005e-05	0.00099805
ENSG00000205126	HGNC:34391	chr11	27.0	28.295	0.00036136	0.00026028	6.05e-06	0.00108105
ENSG00000140950	HGNC:29325	chr16	23.0	17.815	0.00037865	0.00026029	8.05e-06	0.00103505
ENSG00000152463	HGNC:25625	chr10	14.0	13.368	0.00038597	0.00026059	4.05e-06	0.00112905
ENSG00000186628	HGNC:18024	chr15	33.0	34.753	0.0004103	0.00026077	1.005e-05	0.00100005
ENSG00000169962	HGNC:15661	chr1	34.0	28.932	0.00045364	0.00026077	7.05e-06	0.00105605
ENSG00000196136	HGNC:16	chr14	17.0	11.884	0.00054042	0.00026105	6.05e-06	0.00109905
ENSG00000156689	HGNC:24178	chr11	9.0	9.2792	0.00037465	0.00026117	5.05e-06	0.00111005
ENSG00000154263	HGNC:30	chr17	61.0	78.03	0.00028247	0.00026128	7.05e-06	0.00104605
ENSG00000174125	HGNC:11847	chr4	29.0	20.551	0.00055049	0.00026161	9.05e-06	0.00100905
ENSG00000196476	HGNC:16227	chr20	22.0	22.972	0.00042213	0.00026165	7.05e-06	0.00105805
ENSG00000181036	HGNC:31910	chr1	30.0	22.386	0.00040591	0.00026171	6.05e-06	0.00108305
ENSG00000138356	HGNC:553	chr2	59.0	78.306	0.00031644	0.00026197	1.205e-05	0.00097205
ENSG00000171757	HGNC:28408	chr3	13.0	20.705	0.0003306	0.00026205	7.05e-06	0.00106505
ENSG00000172421	HGNC:26379	chr17	17.0	25.124	0.00054989	0.00026224	1.005e-05	0.00100205
ENSG00000204839	HGNC:27814	chr8	27.0	27.503	0.00062171	0.00026234	8.05e-06	0.00102005
ENSG00000144407	HGNC:9609	chr2	30.0	29.225	0.00070612	0.0002629	1.505e-05	0.00091905
ENSG00000133488	HGNC:20627	chr22	20.0	25.763	0.0005162	0.00026307	1.005e-05	0.00100705
ENSG00000130270	HGNC:13535	chr19	47.0	59.275	0.00043965	0.00026363	1.305e-05	0.00096605
ENSG00000181085	HGNC:24667	chr8	30.0	27.005	0.00062575	0.00026376	1.205e-05	0.00096805
ENSG00000242515	HGNC:12531	chr2	25.0	19.769	0.00050925	0.00026451	8.05e-06	0.00105005
ENSG00000182685	HGNC:28309	chr16	21.0	12.68	0.00067244	0.0002647	9.05e-06	0.00102405
ENSG00000130035	HGNC:4130	chr12	29.0	28.484	0.00039225	0.00026525	9.05e-06	0.00103605
ENSG00000147813	HGNC:30450	chr8	27.0	26.094	0.00044157	0.00026548	1.005e-05	0.00102905
ENSG00000124469	HGNC:1820	chr19	12.0	16.115	0.00033711	0.00026553	5.05e-06	0.00111505
ENSG00000172752	HGNC:26674	chr3	83.0	108.3	0.00202101	0.00026594	1.505e-05	0.00088705
ENSG00000121053	HGNC:3423	chr17	32.0	35.062	0.00066246	0.00026626	1.605e-05	0.00092005
ENSG00000021461	HGNC:17450	chr7	20.0	26.135	0.00033758	0.00026654	6.05e-06	0.00111005
ENSG00000113073	HGNC:11035	chr5	37.0	43.675	0.00038173	0.00026657	1.005e-05	0.00102305
ENSG00000159339	HGNC:18368	chr1	27.0	32.762	0.00043136	0.00026666	5.05e-06	0.00113205
ENSG00000244067	HGNC:4627	chr6	10.0	9.829	0.00040673	0.00026692	6.05e-06	0.00112905
ENSG00000132763	HGNC:24525	chr1	18.0	14.824	0.00052156	0.00026728	1.005e-05	0.00102405
ENSG00000110002	HGNC:6658	chr11	41.0	36.355	0.00042044	0.00026729	1.805e-05	0.00092805
ENSG00000167633	HGNC:6338	chr19	18.0	14.482	0.00048159	0.00026731	8.05e-06	0.00106605
ENSG00000232125	HGNC:23279	chr2	29.0	30.639	0.0004518	0.00026769	8.05e-06	0.00106805
ENSG00000110077	HGNC:13375	chr11	15.0	9.0429	0.00056376	0.00026782	6.05e-06	0.00111705
ENSG00000091128	HGNC:6491	chr7	73.0	87.95	0.00038499	0.00026826	1.105e-05	0.00101105
ENSG00000183067	HGNC:5952	chr21	23.0	19.258	0.00084347	0.00026861	1.105e-05	0.00098805
ENSG00000172236	HGNC:12019	chr16	16.0	9.6293	0.00066719	0.00026944	6.05e-06	0.00111005
ENSG00000113790	HGNC:3247	chr3	19.0	28.683	0.00036589	0.00026948	7.05e-06	0.00109905
ENSG00000139144	HGNC:8973	chr12	63.0	68.396	0.00039299	0.00026977	1.405e-05	0.00098305
ENSG00000173093	HGNC:26669	chr12	29.0	30.548	0.00051134	0.00026992	1.005e-05	0.00102705
ENSG00000137965	HGNC:16938	chr1	22.0	20.978	0.00044445	0.00026998	8.05e-06	0.00107605
ENSG00000162542	HGNC:27393	chr1	31.0	32.066	0.00048078	0.00027035	1.205e-05	0.00100905
ENSG00000159496	HGNC:31911	chr22	20.0	22.217	0.0005907	0.00027082	8.05e-06	0.00107205
ENSG00000038945	HGNC:7376	chr8	27.0	21.723	0.00210301	0.00027105	1.205e-05	0.00115205
ENSG00000006606	HGNC:10625	chr7	3.0	3.7588	0.00093476	0.00027117	5.05e-06	0.00115605
ENSG00000146809	HGNC:19767	chr7	24.0	26.251	0.00058059	0.00027154	1.305e-05	0.00099105
ENSG00000221826	HGNC:9520	chr19	32.0	22.693	0.00042812	0.00027171	6.05e-06	0.00113405
ENSG00000100253	HGNC:14522	chr22	23.0	17.915	0.00039443	0.00027259	8.05e-06	0.00110505
ENSG00000106066	HGNC:14399	chr7	20.0	27.119	0.0005245	0.00027271	1.105e-05	0.00102405
ENSG00000185674	HGNC:29615	chr2	12.0	9.7462	0.00055585	0.00027308	8.05e-06	0.00108305
ENSG00000111331	HGNC:8088	chr12	50.0	49.839	0.00076231	0.00027371	1.405e-05	0.00097005
ENSG00000240038	HGNC:478	chr1	39.0	29.415	0.00048729	0.00027397	1.305e-05	0.00100605
ENSG00000161243	HGNC:18753	chr19	15.0	12.684	0.00077994	0.00027431	9.05e-06	0.00106505
ENSG00000219073	HGNC:15945	chr1	17.0	15.545	0.00044114	0.00027432	7.05e-06	0.00113605
ENSG00000086288	HGNC:16473	chr7	41.0	39.723	0.00054327	0.00027555	6.05e-06	0.00116205
ENSG00000175003	HGNC:10963	chr6	30.0	24.207	0.00037732	0.0002756	9.05e-06	0.00109405
ENSG00000007306	HGNC:1819	chr19	11.0	11.844	0.00042517	0.00027646	7.05e-06	0.00115105
ENSG00000169154	HGNC:28487	chr8	16.0	19.018	0.00044884	0.00027748	7.05e-06	0.00113805
ENSG00000183077	HGNC:20910	chr17	16.0	22.109	0.00034208	0.00027788	6.05e-06	0.00118405
ENSG00000196460	HGNC:37253	chr2	16.0	22.398	0.0007766	0.00027808	1.505e-05	0.00093205
ENSG00000169393	HGNC:14417	chr19	16.0	14.91	0.00044963	0.00027825	6.05e-06	0.00116105
ENSG00000166401	HGNC:8952	chr18	14.0	15.476	0.00040494	0.00027838	7.05e-06	0.00114805
ENSG00000124490	HGNC:12024	chr6	17.0	14.964	0.000447	0.00027847	6.05e-06	0.00116305
ENSG00000150756	HGNC:27029	chr5	13.0	12.218	0.00049702	0.00027856	1.105e-05	0.00106105
ENSG00000234745	HGNC:4932	chr6	10.0	18.592	0.00210142	0.00027905	1.005e-05	0.00083205
ENSG00000133317	HGNC:15788	chr11	18.0	16.75	0.0005218	0.00027909	8.05e-06	0.00111105
ENSG00000152760	HGNC:26882	chr1	7.0	8.2321	0.00196118	0.00027924	9.05e-06	0.00096205
ENSG00000176040	HGNC:30846	chr3	31.0	38.145	0.00067143	0.00027947	1.805e-05	0.00094905
ENSG00000215375	HGNC:7586	chr4	16.0	9.1725	0.00055378	0.00027955	7.05e-06	0.00116305
ENSG00000077498	HGNC:12442	chr11	38.0	21.523	0.00054917	0.00028043	1.105e-05	0.00105605
ENSG00000187959	HGNC:33632	chr17	6.0	11.107	0.00045414	0.00028057	6.05e-06	0.00115105
ENSG00000155275	HGNC:26653	chr4	33.0	32.536	0.00045325	0.00028094	1.305e-05	0.00105105
ENSG00000144115	HGNC:25602	chr2	12.0	18.992	0.00038475	0.00028136	8.05e-06	0.00114105
ENSG00000122133	HGNC:8573	chr9	11.0	10.08	0.00046365	0.00028137	6.05e-06	0.00118805
ENSG00000174776	HGNC:26587	chr3	31.0	34.088	0.0005432	0.00028203	1.105e-05	0.00107405
ENSG00000221947	HGNC:20937	chr8	13.0	13.17	0.00056859	0.00028206	8.05e-06	0.00115005
ENSG00000127252	HGNC:14922	chr3	6.0	7.437	0.00051069	0.00028212	7.05e-06	0.00117305
ENSG00000160349	HGNC:6525	chr9	11.0	9.1028	0.00063311	0.00028242	6.05e-06	0.00118005
ENSG00000164485	HGNC:14901	chr6	21.0	15.268	0.00060151	0.00028247	7.05e-06	0.00115005
ENSG00000187021	HGNC:9156	chr10	22.0	25.486	0.00042598	0.00028252	1.005e-05	0.00110205
ENSG00000157884	HGNC:33703	chr2	11.0	11.609	0.00056275	0.00028262	1.005e-05	0.00110205
ENSG00000104321	HGNC:497	chr8	55.0	59.491	0.00064086	0.00028297	1.605e-05	0.00098205
ENSG00000169026	HGNC:26177	chr4	24.0	19.209	0.00054666	0.00028306	7.05e-06	0.00115505
ENSG00000166153	HGNC:22952	chr12	13.0	11.569	0.0003275	0.00028367	6.05e-06	0.00117105
ENSG00000125089	HGNC:26009	chr4	52.0	51.337	0.00088663	0.00028432	2.005e-05	0.00094305
ENSG00000138400	HGNC:17836	chr2	23.0	27.675	0.00037635	0.00028441	8.05e-06	0.00116705
ENSG00000101425	HGNC:1095	chr20	23.0	26.032	0.00036362	0.00028456	5.05e-06	0.00122505
ENSG00000162931	HGNC:13430	chr1	14.0	20.495	0.00059543	0.00028488	9.05e-06	0.00111105
ENSG00000166866	HGNC:7595	chr12	66.0	61.125	0.00081578	0.00028538	2.705e-05	0.00087905
ENSG00000175267	HGNC:27088	chr16	49.0	67.74	0.00031608	0.00028581	1.205e-05	0.00109105
ENSG00000115705	HGNC:12015	chr2	36.0	42.93	0.00071369	0.00028582	1.805e-05	0.00093305
ENSG00000186038	HGNC:24005	chr3	14.0	13.28	0.00037504	0.00028623	7.05e-06	0.00118905
ENSG00000189253	HGNC:37147	chr11	9.0	12.046	0.00059759	0.00028705	5.05e-06	0.00106505
ENSG00000256797	HGNC:37646	chr12	13.0	8.7052	0.00041133	0.00028716	6.05e-06	0.00120805
ENSG00000197774	HGNC:27289	chr16	28.0	17.405	0.00051143	0.00028719	9.05e-06	0.00114005
ENSG00000160339	HGNC:3624	chr9	16.0	15.867	0.00039016	0.0002877	7.05e-06	0.00121305
ENSG00000243772	HGNC:6331	chr19	13.0	12.685	0.00055008	0.0002877	8.05e-06	0.00116005
ENSG00000103021	HGNC:25002	chr16	23.0	22.829	0.00057741	0.00028772	9.05e-06	0.00112505
ENSG00000173612	HGNC:18510	chr6	26.0	27.711	0.00057067	0.0002883	1.105e-05	0.00110105
ENSG00000093072	HGNC:1839	chr22	14.0	20.453	0.00033757	0.00028853	7.05e-06	0.00118105
ENSG00000166558	HGNC:32434	chr16	30.0	20.053	0.00051003	0.00028882	1.005e-05	0.00113205
ENSG00000103852	HGNC:25730	chr15	31.0	23.585	0.00051897	0.00028899	1.805e-05	0.00100905
ENSG00000114248	HGNC:26261	chr3	13.0	23.857	0.00034346	0.00028935	6.05e-06	0.00120705
ENSG00000181333	HGNC:30477	chr11	54.0	57.341	0.00057228	0.00028977	1.705e-05	0.00101105
ENSG00000261701	HGNC:5156	chr16	14.0	13.571	0.0006935	0.00029039	9.05e-06	0.00114105
ENSG00000198870	HGNC:28669	chr9	35.0	35.034	0.00040292	0.00029109	6.05e-06	0.00123505
ENSG00000149043	HGNC:19264	chr11	30.0	18.724	0.00063362	0.00029112	5.05e-06	0.00126005
ENSG00000170324	HGNC:28572	chr10	51.0	54.734	0.00057955	0.00029113	1.505e-05	0.00104805
ENSG00000079557	HGNC:316	chr4	29.0	30.316	0.00039147	0.00029229	8.05e-06	0.00120205
ENSG00000116176	HGNC:14134	chr16	17.0	9.1878	0.00051489	0.00029242	6.05e-06	0.00123205
ENSG00000173567	HGNC:18989	chr2	37.0	42.577	0.00065756	0.00029246	1.205e-05	0.00108705
ENSG00000188992	HGNC:18821	chr21	26.0	20.769	0.00035262	0.00029259	7.05e-06	0.00120605
ENSG00000131059	HGNC:16204	chr20	17.0	13.983	0.00058257	0.00029264	7.05e-06	0.00121205
ENSG00000186523	HGNC:28268	chr8	9.0	7.5429	0.00029052	0.00029276	4.05e-06	0.00116705
ENSG00000196600	HGNC:32935	chr11	23.0	20.585	0.00046632	0.00029306	7.05e-06	0.00121305
ENSG00000092009	HGNC:2097	chr14	11.0	8.4676	0.00054442	0.00029308	7.05e-06	0.00122105
ENSG00000214814	HGNC:28065	chr8	77.0	97.677	0.00048111	0.00029327	2.305e-05	0.00097205
ENSG00000124812	HGNC:304	chr6	10.0	12.449	0.00042593	0.00029336	5.05e-06	0.00129405
ENSG00000085265	HGNC:3623	chr9	22.0	16.698	0.00059987	0.00029371	1.105e-05	0.00112705
ENSG00000197863	HGNC:33114	chr19	24.0	25.464	0.00075147	0.00029384	1.205e-05	0.00108805
ENSG00000164306	HGNC:26575	chr4	28.0	28.911	0.00048842	0.00029392	1.405e-05	0.00108705
ENSG00000178922	HGNC:26948	chr1	19.0	15.69	0.00067009	0.00029413	1.005e-05	0.00113405
ENSG00000168614	HGNC:31991	chr1	46.0	25.783	0.0026684	0.00029472	8.05e-06	0.00111405
ENSG00000242550	HGNC:8942	chr18	15.0	15.71	0.0004927	0.00029482	6.05e-06	0.00125205
ENSG00000197140	HGNC:15479	chr8	30.0	44.119	0.00037867	0.00029527	1.005e-05	0.00116905
ENSG00000163040	HGNC:25197	chr2	24.0	17.144	0.0006554	0.00029555	1.005e-05	0.00115105
ENSG00000013288	HGNC:29623	chr4	41.0	52.625	0.00037187	0.00029598	1.405e-05	0.00110805
ENSG00000198077	HGNC:2611	chr19	21.0	19.05	0.00050721	0.0002962	8.05e-06	0.00120705
ENSG00000004809	HGNC:20302	chr6	34.0	23.797	0.00057105	0.00029623	8.05e-06	0.00120805
ENSG00000065621	HGNC:23064	chr10	13.0	12.656	0.00060634	0.00029629	9.05e-06	0.00117705
ENSG00000167080	HGNC:24136	chr17	25.0	23.764	0.00047346	0.00029636	1.105e-05	0.00115005
ENSG00000132199	HGNC:30365	chr18	28.0	28.482	0.00055754	0.00029654	1.105e-05	0.00113505
ENSG00000163354	HGNC:26562	chr1	25.0	39.652	0.00061042	0.0002967	1.605e-05	0.00105105
ENSG00000169435	HGNC:20796	chr4	32.0	20.097	0.00069368	0.00029681	1.205e-05	0.00112105
ENSG00000173597	HGNC:17845	chr4	13.0	15.765	0.00048619	0.00029702	7.05e-06	0.00122905
ENSG00000146143	HGNC:9370	chr6	14.0	21.167	0.00713994	0.00029749	2.005e-05	0.00080205
ENSG00000167207	HGNC:5331	chr16	44.0	41.498	0.00050317	0.0002976	1.205e-05	0.00112305
ENSG00000158516	HGNC:2297	chr7	23.0	23.281	0.00048686	0.00029788	1.205e-05	0.00113405
ENSG00000164049	HGNC:20729	chr3	18.0	25.638	0.00033018	0.000298	6.05e-06	0.00125305
ENSG00000129744	HGNC:723	chr11	16.0	13.696	0.00067717	0.00029817	8.05e-06	0.00119805
ENSG00000101812	HGNC:27867	chrX	3.0	4.357	0.00508286	0.00029832	1.05e-06	0.00017505
ENSG00000135976	HGNC:24079	chr2	117.0	95.379	0.00103305	0.00029832	1.105e-05	0.00110605
ENSG00000204520	HGNC:7090	chr6	6.0	13.905	0.00057275	0.00029858	6.05e-06	0.00127005
ENSG00000161040	HGNC:21658	chr7	24.0	35.935	0.00035869	0.00029875	1.005e-05	0.00118705
ENSG00000042980	HGNC:206	chr8	39.0	43.831	0.00059808	0.0002989	1.005e-05	0.00116805
ENSG00000134827	HGNC:11652	chr11	23.0	18.766	0.00038904	0.00029937	6.05e-06	0.00126105
ENSG00000197165	HGNC:11454	chr16	17.0	16.002	0.00060532	0.00029949	8.05e-06	0.00121005
ENSG00000173662	HGNC:14448	chr1	23.0	27.753	0.00037805	0.00030064	8.05e-06	0.00124605
ENSG00000196407	HGNC:26755	chr1	14.0	10.584	0.00053345	0.00030084	7.05e-06	0.00124605
ENSG00000156886	HGNC:6146	chr16	43.0	64.03	0.00042006	0.00030119	1.105e-05	0.00117505
ENSG00000131480	HGNC:549	chr17	24.0	26.891	0.00046473	0.00030143	1.305e-05	0.00114505
ENSG00000162572	HGNC:10601	chr1	45.0	36.37	0.00049141	0.00030182	1.005e-05	0.00118805
ENSG00000154646	HGNC:9490	chr21	51.0	55.952	0.0004417	0.00030193	1.105e-05	0.00117305
ENSG00000172543	HGNC:2546	chr11	18.0	19.391	0.00047807	0.00030199	8.05e-06	0.00124305
ENSG00000100341	HGNC:24888	chr22	12.0	18.521	0.00034146	0.00030252	6.05e-06	0.00129205
ENSG00000141140	HGNC:26234	chr17	54.0	57.671	0.00067178	0.0003026	1.505e-05	0.00108005
ENSG00000183833	HGNC:24010	chr3	27.0	41.972	0.00043572	0.00030267	1.405e-05	0.00112405
ENSG00000008226	HGNC:2899	chr3	67.0	90.112	0.00040788	0.00030296	1.505e-05	0.00111005
ENSG00000107165	HGNC:12450	chr9	31.0	20.928	0.00080091	0.00030347	1.505e-05	0.00109305
ENSG00000178084	HGNC:24003	chr3	16.0	18.151	0.00044559	0.00030362	7.05e-06	0.00126505
ENSG00000100258	HGNC:25096	chr22	61.0	36.299	0.00064483	0.00030368	2.105e-05	0.00102505
ENSG00000169885	HGNC:24193	chr1	11.0	9.8757	0.00039766	0.00030393	6.05e-06	0.00126805
ENSG00000134216	HGNC:17432	chr1	22.0	25.396	0.00065253	0.00030435	1.105e-05	0.00117405
ENSG00000122477	HGNC:28228	chr1	9.0	18.933	0.00033908	0.00030471	1.105e-05	0.00122205
ENSG00000174527	HGNC:13879	chr12	47.0	62.297	0.00039109	0.000305	2.205e-05	0.00105205
ENSG00000110887	HGNC:2671	chr12	29.0	23.143	0.00062583	0.0003054	1.205e-05	0.00116105
ENSG00000169507	HGNC:26836	chr2	20.0	16.906	0.00043511	0.00030588	8.05e-06	0.00125505
ENSG00000128000	HGNC:33109	chr19	4.0	5.1465	0.00069733	0.00030598	9.05e-06	0.00120405
ENSG00000135587	HGNC:11121	chr6	25.0	22.016	0.00059577	0.00030627	1.005e-05	0.00119405
ENSG00000105131	HGNC:23760	chr19	21.0	18.137	0.00044167	0.0003066	7.05e-06	0.00128205
ENSG00000160856	HGNC:18506	chr1	32.0	33.594	0.00052102	0.00030692	8.05e-06	0.00124405
ENSG00000171060	HGNC:32296	chr8	14.0	8.7257	0.00071547	0.00030703	6.05e-06	0.00129405
ENSG00000104974	HGNC:6602	chr19	27.0	23.076	0.00038855	0.00030724	7.05e-06	0.00126505
ENSG00000198099	HGNC:252	chr4	11.0	14.33	0.00032967	0.00030763	7.05e-06	0.00126205
ENSG00000231738	HGNC:31886	chr12	16.0	12.651	0.00051068	0.00030781	5.05e-06	0.00134005
ENSG00000115841	HGNC:26567	chr2	33.0	28.33	0.00050801	0.00030822	1.505e-05	0.00113905
ENSG00000135953	HGNC:28158	chr2	14.0	14.188	0.00049467	0.00030882	9.05e-06	0.00125405
ENSG00000177685	HGNC:28703	chr11	15.0	13.207	0.00048361	0.00030885	1.105e-05	0.00120205
ENSG00000168263	HGNC:19698	chr9	31.0	16.531	0.00072577	0.000309	1.005e-05	0.00119805
ENSG00000165983	HGNC:9590	chr10	17.0	13.327	0.00060118	0.00030917	1.105e-05	0.00120005
ENSG00000019186	HGNC:2602	chr20	32.0	27.85	0.00042256	0.00030918	9.05e-06	0.00124505
ENSG00000105549	HGNC:13706	chr19	14.0	16.208	0.00072942	0.00030937	1.005e-05	0.00121205
ENSG00000172782	HGNC:30459	chr17	13.0	11.716	0.0004309	0.00030944	8.05e-06	0.00127005
ENSG00000080031	HGNC:9672	chr19	57.0	60.135	0.00093027	0.00030957	1.705e-05	0.00107905
ENSG00000134201	HGNC:4637	chr1	11.0	11.694	0.00052884	0.00030983	7.05e-06	0.00128005
ENSG00000165972	HGNC:26843	chr12	24.0	31.749	0.00045739	0.00031008	9.05e-06	0.00126205
ENSG00000134042	HGNC:24121	chr18	11.0	15.691	0.00050572	0.00031013	8.05e-06	0.00128705
ENSG00000111335	HGNC:8087	chr12	33.0	35.34	0.00050925	0.00031034	1.005e-05	0.00122405
ENSG00000175309	HGNC:28249	chr5	21.0	21.857	0.00044389	0.00031044	1.605e-05	0.00114605
ENSG00000156096	HGNC:12553	chr4	15.0	18.934	0.00053092	0.00031051	9.05e-06	0.00124305
ENSG00000161558	HGNC:25603	chr19	18.0	18.717	0.00064401	0.00031053	1.405e-05	0.00115005
ENSG00000073737	HGNC:16888	chr2	11.0	11.079	0.000527	0.00031059	8.05e-06	0.00128205
ENSG00000244122	HGNC:12539	chr2	20.0	19.848	0.00056784	0.00031074	9.05e-06	0.00124005
ENSG00000172594	HGNC:17389	chr6	27.0	20.369	0.00075221	0.00031076	1.305e-05	0.00116205
ENSG00000186115	HGNC:2645	chr19	25.0	25.383	0.00063266	0.00031095	1.205e-05	0.00118705
ENSG00000005469	HGNC:2366	chr7	40.0	44.399	0.00051639	0.00031098	2.305e-05	0.00105105
ENSG00000197414	HGNC:37444	chr15	17.0	15.508	0.00088202	0.00031101	5.05e-06	0.00137005
ENSG00000146233	HGNC:17449	chr6	24.0	24.522	0.00035336	0.00031115	1.105e-05	0.00122105
ENSG00000120915	HGNC:3402	chr8	33.0	34.929	0.00064754	0.00031133	1.905e-05	0.00108405
ENSG00000108771	HGNC:29517	chr17	23.0	29.569	0.00040521	0.00031153	9.05e-06	0.00127405
ENSG00000159495	HGNC:30790	chr15	32.0	36.433	0.0004514	0.00031172	1.105e-05	0.00121505
ENSG00000198610	HGNC:387	chr10	23.0	18.724	0.00050895	0.00031173	8.05e-06	0.00128205
ENSG00000162148	HGNC:28869	chr11	24.0	26.568	0.00058466	0.00031189	9.05e-06	0.00124205
ENSG00000125508	HGNC:11298	chr20	18.0	17.493	0.00061203	0.00031195	9.05e-06	0.00124505
ENSG00000170890	HGNC:9030	chr12	12.0	6.3364	0.00068164	0.0003123	6.05e-06	0.00131405
ENSG00000146039	HGNC:10932	chr6	17.0	23.647	0.00069208	0.00031279	1.105e-05	0.00119905
ENSG00000162571	HGNC:26693	chr1	20.0	25.676	0.00065538	0.00031283	1.505e-05	0.00114505
ENSG00000167104	HGNC:16504	chr20	21.0	23.855	0.00056487	0.00031294	9.05e-06	0.00124905
ENSG00000196605	HGNC:27260	chr19	8.0	6.1971	0.00054266	0.00031317	9.05e-06	0.00125705
ENSG00000240303	HGNC:30211	chr3	30.0	46.097	0.0008425	0.00031345	2.105e-05	0.00103405
ENSG00000188674	HGNC:34352	chr2	15.0	14.017	0.00060201	0.00031457	1.105e-05	0.00123005
ENSG00000146833	HGNC:16275	chr7	18.0	19.637	0.00100428	0.00031483	1.405e-05	0.00110805
ENSG00000137860	HGNC:11002	chr15	38.0	32.529	0.00045749	0.00031492	8.05e-06	0.00129505
ENSG00000267206	HGNC:17337	chr9	8.0	9.7705	0.00059175	0.00031505	6.05e-06	0.00133305
ENSG00000170509	HGNC:18685	chr4	9.0	13.789	0.00056643	0.00031537	8.05e-06	0.00131405
ENSG00000163218	HGNC:30015	chr1	20.0	16.115	0.0004903	0.00031541	9.05e-06	0.00126705
ENSG00000173572	HGNC:22937	chr19	30.0	42.455	0.00060223	0.00031605	8.05e-06	0.00130005
ENSG00000187187	HGNC:28671	chr19	23.0	34.005	0.00054908	0.00031638	1.105e-05	0.00123905
ENSG00000149476	HGNC:24552	chr11	21.0	26.788	0.00050042	0.00031642	1.505e-05	0.00117105
ENSG00000254521	HGNC:15482	chr19	22.0	25.608	0.00045115	0.00031651	7.05e-06	0.00132105
ENSG00000081692	HGNC:25724	chr1	15.0	17.513	0.00057619	0.00031675	1.105e-05	0.00123405
ENSG00000149201	HGNC:26281	chr11	36.0	38.984	0.00051635	0.00031701	1.105e-05	0.00124305
ENSG00000205111	HGNC:19287	chr2	19.0	16.578	0.0004967	0.00031712	1.205e-05	0.00123005
ENSG00000271271	HGNC:28183	chr4	21.0	21.852	0.00081665	0.00031722	1.005e-05	0.00122905
